10080;1142-ABE;AAA00AAA00A99489;PEUGEOT 807 POR;gris;2001
10081;9708-ABB;AAA00AAA00A82399;PEUGEOT 306 1.4;rojo;2002
10082;2404-AAB;AAA00AAA00A57595;CHEVROLE CRUZE;amarillo;2004
10083;4038-AAE;AAA00AAA00A74420;MERCEDES BENZ C250;rojo;2005
10084;6377-AAB;AAA00AAA00A70468;CITROEN C3;azul marino;2001
10085;9416-ABE;AAA00AAA00A14577;PEUGEOT 405 EMBASSY;negro;2000
10086;9709-AAA;AAA00AAA00A96342;PORSCHE 944;azul marino;2004
10087;5806-AAE;AAA00AAA00A56051;DAELIM SL125;rojo;2001
10088;5711-ABD;AAA00AAA00A57268;VOLKSWA.PASSAT;verde;2002
10089;3463-AAB;AAA00AAA00A14659;ROVER-414;azul celeste;2001
10090;0463-AAE;AAA00AAA00A21822;PEUGEOT BIPPER 1.4;rojo;2001
10091;8839-AAE;AAA00AAA00A14099;RENAULT MEGANE SPROT TOUR;rojo;2004
10092;3788-ABA;AAA00AAA00A77241;PEUGEOT 806 SVDT;gris;2004
10093;1780-AAA;AAA00AAA00A74840;CHALLENGER GENE;amarillo;2003
10094;4395-AAC;AAA00AAA00A75082;SMART FORFOUR 1.1;amarillo;2001
10095;7235-ABB;AAA00AAA00A12506;OPEL ZAFIRA A;rojo;2004
10096;0056-AAB;AAA00AAA00A42099;FIAT ADRIA SONIC I 700 SC;rojo;2003
10097;5689-AAA;AAA00AAA00A20436;SUZUKI GSA-R600;amarillo;2004
10098;6478-ABB;AAA00AAA00A41041;HONDA SH;azul marino;2000
10099;6237-ABA;AAA00AAA00A77148;HERMANOS GARCIA CE-55;verde;2004
10100;8336-AAC;AAA00AAA00A49168;CITROEN BERL 1,;amarillo;2003
10101;4420-ABB;AAA00AAA00A70248;CITROEN JUMPY 19TD C.CF.6PZA;gris;2000
10102;6638-AAB;AAA00AAA00A47293;MONKEY BIKES MB 90 R;rojo;2002
10103;5032-ABE;AAA00AAA00A78185;FITA SCUDO;rojo;2003
10104;4291-AAD;AAA00AAA00A41361;AUDI A 2 1.4;azul celeste;2002
10105;8095-AAC;AAA00AAA00A49258;OPEL OPEL COMBO;amarillo;2000
10106;5723-AAB;AAA00AAA00A76329;MERCEDES-BENZ 412.D;azul marino;2002
10107;3682-AAE;AAA00AAA00A88887;B.M.W. 320 DA;blanco;2000
10108;8997-AAB;AAA00AAA00A49003;VOLVO FM12 62 S;amarillo;2005
10109;5622-AAD;AAA00AAA00A83712;JOINT ZMJ148ECB02;negro;2000
10110;9830-AAC;AAA00AAA00A91324;MERCEDES GLK 220 CDI;verde;2005
10111;9139-ABE;AAA00AAA00A37054;A.U.D.I. A6 1.8;amarillo;2004
10112;5673-ABB;AAA00AAA00A85270;PEUGEOT 106 MAX 1.1;gris;2005
10113;4818-AAA;AAA00AAA00A27382;CITROEN JUMP.31;gris;2002
10114;5249-ABD;AAA00AAA00A89492;CITROEN XANTIA 1.8I X 16;blanco;2003
10115;2040-ABA;AAA00AAA00A46608;CASTELLANO TIPO;blanco;2003
10116;4987-AAE;AAA00AAA00A86838;SEAT IBIZA ST;verde;2003
10117;2721-ABA;AAA00AAA00A53268;B.M.W. R-8550-R;azul marino;2000
10118;5039-AAC;AAA00AAA00A04911;HYUNDAI COUPE 2.0 FX;negro;2003
10119;0701-ABD;AAA00AAA00A02520;CITROEN DS5;rojo;2002
10120;9133-ABD;AAA00AAA00A22664;CITROEN JUMPY 2;azul marino;2001
10121;9157-AAC;AAA00AAA00A70722;PEUGEOT 306 XT 1.8 AUTOM.;amarillo;2005
10122;3218-AAA;AAA00AAA00A60744;SUZUKI AK 47;blanco;2002
10123;0295-AAA;AAA00AAA00A74972;TOYOTA AVENSIS VERSO;negro;2002
10124;0728-AAE;AAA00AAA00A16631;HUONIAO HN50QT2;negro;2004
10125;1214-ABD;AAA00AAA00A37019;PEUGEOT 306 1,6;gris;2003
10126;8657-AAD;AAA00AAA00A76799;KINROAD CYCLONE;negro;2001
10127;2788-AAB;AAA00AAA00A36984;MITSUBIS ASX;azul marino;2000
10128;7197-ABE;AAA00AAA00A21571;BMW 320-D;rojo;2004
10129;4225-ABC;AAA00AAA00A33998;HONDA PX 50 S;verde;2002
10130;8356-ABA;AAA00AAA00A88910;PEUGEOT 206 XS-;verde;2003
10131;9472-ABC;AAA00AAA00A80179;A.U.D.I. A4 2 0 Q 6V;verde;2000
10132;2700-AAB;AAA00AAA00A47669;SUZUKI SAMURAI S OOV;blanco;2001
10133;7413-AAC;AAA00AAA00A07078;B.M.W. M3 COUPE;blanco;2000
10134;1962-AAC;AAA00AAA00A85203;YAMAHA YZF-R125;blanco;2003
10135;1600-ABA;AAA00AAA00A64236;NEW HOLLAND FOR;blanco;2003
10136;6392-AAE;AAA00AAA00A24583;LANDINI DT65FP;rojo;2002
10137;0479-AAE;AAA00AAA00A12987;PIAGGIO 624I;negro;2001
10138;5502-ABA;AAA00AAA00A11732;CITROEN C3 16I1;amarillo;2002
10139;9745-ABC;AAA00AAA00A80549;HONDA HONDA CR;amarillo;2004
10140;9286-AAA;AAA00AAA00A07761;FORD ESCORT 1.8;verde;2002
10141;1939-AAC;AAA00AAA00A94161;PEUGEOT 5008 PREMIUM HDI;blanco;2003
10142;9245-AAD;AAA00AAA00A67577;YAMAHA YFM 450 FWAN KODIAK;negro;2000
10143;2018-ABB;AAA00AAA00A23259;YAMAHA RD R;gris;2004
10144;3667-AAB;AAA00AAA00A00012;M.A.N. TGX 18 440 4X2 BLS;rojo;2002
10145;9948-AAE;AAA00AAA00A62970;FOR KUGA;rojo;2002
10146;0157-AAC;AAA00AAA00A46940;TATA SAFARIEX;azul marino;2002
10147;2004-AAE;AAA00AAA00A24473;D.A.F. FT 95.43;verde;2005
10148;7892-ABB;AAA00AAA00A32959;FORD ESCORT 1.6;azul celeste;2000
10149;0538-ABA;AAA00AAA00A38528;CITROEN C1 1.0;rojo;2003
10150;0969-AAB;AAA00AAA00A25794;JOHN DEERE 8120;gris;2004
10151;8099-AAB;AAA00AAA00A53561;FORD PROBE;azul celeste;2003
10152;4216-AAB;AAA00AAA00A66343;BOECKMANN C22;rojo;2003
10153;5670-AAC;AAA00AAA00A73949;SEAT EXEO;blanco;2002
10154;7762-ABE;AAA00AAA00A29298;JB JB2E16.12C;blanco;2003
10155;0931-AAC;AAA00AAA00A31244;A.U.D.I. 80 1,8;negro;2001
10156;4934-ABB;AAA00AAA00A55558;HONDA CIVIC 5P;negro;2003
10157;9075-ABD;AAA00AAA00A86518;OPEL VECTRA 5P. 1.6XEL 100H;azul marino;2005
10158;3868-AAA;AAA00AAA00A55977;SUZUKI MONZA;verde;2002
10159;1125-AAE;AAA00AAA00A56843;HONDA AB24;rojo;2004
10160;1821-AAA;AAA00AAA00A63995;PEUGEOT 205-1,8;negro;2001
10161;8961-AAC;AAA00AAA00A27957;CIA6 T LINE GARAGE;verde;2004
10162;4301-AAD;AAA00AAA00A34187;HONDA VF 500;gris;2002
10163;7637-AAD;AAA00AAA00A44811;LECITRAILER 3 E;verde;2002
10164;8089-AAB;AAA00AAA00A72503;K.T.M. KTM 990 SM T;negro;2005
10165;2921-ABD;AAA00AAA00A59052;NISSAN TL-35;amarillo;2002
10166;8962-AAD;AAA00AAA00A19792;VOLKSWAGEN PHAETON 3.2;azul celeste;2002
10167;2283-ABA;AAA00AAA00A85723;OPEL OMEGA SEDA;negro;2001
10168;6542-AAC;AAA00AAA00A23908;SEAT LEON 1.8 6;amarillo;2001
10169;1478-AAE;AAA00AAA00A49220;DAF FT XF105.46;negro;2002
10170;0789-AAA;AAA00AAA00A04894;PEUGEOT 3008 ALLURE HDI;azul celeste;2004
10171;5493-ABB;AAA00AAA00A26956;MAZDA MX 5;azul marino;2004
10172;0431-AAD;AAA00AAA00A36720;JOHN DEERE 7600;azul marino;2005
10173;6047-ABB;AAA00AAA00A95090;SUZUKI DR50 AIR;verde;2001
10174;5528-ABD;AAA00AAA00A04219;VOLKSWA.CRAFTER;rojo;2003
10175;3775-ABC;AAA00AAA00A83959;VOLK.CARAVAN;rojo;2002
10176;8867-AAC;AAA00AAA00A60144;ROVER 620 2.0;gris;2001
10177;4129-AAD;AAA00AAA00A41938;HONDA MTX 75;gris;2004
10178;0591-ABE;AAA00AAA00A14056;VESPINO GL;azul marino;2001
10179;4734-ABA;AAA00AAA00A32698;LINCOLN-L;rojo;2003
10180;7445-ABE;AAA00AAA00A68883;PORSCHE 9249 XK;verde;2005
10181;1736-AAD;AAA00AAA00A01859;SEAT 850 E;azul marino;2003
10182;8440-ABB;AAA00AAA00A46242;B.M.W. 530-DA T;amarillo;2004
10183;7638-AAC;AAA00AAA00A95511;SEAT INCA 1.4;gris;2005
10184;7758-ABB;AAA00AAA00A93109;DUCATI DUCATI MONSTER;verde;2000
10185;3080-ABC;AAA00AAA00A66510;PEUGEOT 207 BUSINESSL 1.;blanco;2001
10186;0430-AAD;AAA00AAA00A73100;CITROEN JUMP 35LH 25TDI;verde;2004
10187;9775-AAD;AAA00AAA00A08123;SEAT 131-1800D;verde;2004
10188;6799-AAB;AAA00AAA00A21180;PEUGEOT 1007 1.4;azul celeste;2000
10189;3167-ABB;AAA00AAA00A09700;VW TORUAN;gris;2003
10190;1152-ABC;AAA00AAA00A05129;GOES GOES TE;amarillo;2003
10191;2791-ABD;AAA00AAA00A33973;CITROEN AX 1.5D;gris;2001
10192;2680-AAD;AAA00AAA00A46993;FORE ESCORT 1.8;rojo;2004
10193;6171-ABA;AAA00AAA00A60549;OPEL VECTRA -C;gris;2002
10194;4138-AAA;AAA00AAA00A02274;HYUNDAI IX35;rojo;2005
10195;8138-ABD;AAA00AAA00A35776;HONDA CIVIC 3P 1.6I SPORT;verde;2001
10196;2560-AAA;AAA00AAA00A33839;VOLKSWAGEN CARAVELLE 2.5;amarillo;2000
10197;9911-AAA;AAA00AAA00A85035;MITSUBISHI_COLT;gris;2002
10198;1215-AAD;AAA00AAA00A64560;PEUGEOT 306 XSI;blanco;2004
10199;9791-ABB;AAA00AAA00A29733;NISSAN PICK-UP 2.5T 4P;rojo;2001
10200;2503-ABB;AAA00AAA00A20895;OPEL VECTRA-B-CC;rojo;2001
10201;6037-ABD;AAA00AAA00A88436;RENAUL GR.SCENI;rojo;2005
10202;1915-ABE;AAA00AAA00A26431;PEUGEOT PEUGEOT 406;gris;2002
10203;6124-AAA;AAA00AAA00A22483;B.M.W. SERIE 3 323TI;rojo;2002
10204;7618-AAC;AAA00AAA00A59408;GILERA NEXUS 300;negro;2004
10205;1698-AAB;AAA00AAA00A54814;SYM JET 50 EURO;amarillo;2003
10206;5066-ABA;AAA00AAA00A36615;MICROCAR MG1;azul marino;2005
10207;4715-AAD;AAA00AAA00A45257;VOLKSW.GOLF 1.8;gris;2005
10208;0833-AAD;AAA00AAA00A45743;A.U.D.I. A4 AVAN 1.9TDI 5V;gris;2004
10209;3424-ABE;AAA00AAA00A94187;SEAT CORDOBA VA;azul celeste;2005
10210;4771-AAE;AAA00AAA00A60219;B.M.W. BMW 320 D;azul celeste;2003
10211;9576-AAC;AAA00AAA00A96743;LAND ROVER RANGE;azul marino;2001
10212;7815-AAA;AAA00AAA00A02681;AUDI Q5 2.0;amarillo;2000
10213;8066-ABC;AAA00AAA00A03702;SUZUKI SANTANA SJ-413 SAMURAI;rojo;2001
10214;9749-AAA;AAA00AAA00A33180;PEUGEOT 406 SRDT 2,0 HDI;negro;2004
10215;5372-AAD;AAA00AAA00A88939;SEAT IBIZA 1.4 -;gris;2003
10216;6852-ABB;AAA00AAA00A85018;BMW 528I;azul marino;2001
10217;8083-ABA;AAA00AAA00A05981;MOTOGAC ONIX CITY;verde;2002
10218;8367-ABA;AAA00AAA00A10080;VOLVO 64414020131;azul marino;2002
10219;8249-ABA;AAA00AAA00A05478;TRIUMPH TROPHY;azul marino;2000
10220;0854-ABB;AAA00AAA00A86569;CITROEN JUMPY 2;negro;2000
10221;3399-ABD;AAA00AAA00A12818;PEUGEOT 205GTI;negro;2003
10222;3785-AAE;AAA00AAA00A42644;CITROEN C5 20HDI 110 VI;negro;2001
10223;3557-ABD;AAA00AAA00A67412;CHEVROLET CHEVR;azul marino;2002
10224;9206-AAE;AAA00AAA00A97077;RIEJU RS2NAKED;amarillo;2000
10225;5745-ABA;AAA00AAA00A66232;BMV;verde;2002
10226;9833-ABB;AAA00AAA00A80364;LAND ROVER 88 L;verde;2001
10227;8805-AAE;AAA00AAA00A88835;HONDA CBR 600F;rojo;2003
10228;7423-ABA;AAA00AAA00A73538;HONDA CRFE450;negro;2002
10229;3654-AAA;AAA00AAA00A79791;VOLKSWAGEN GOLF C DIESEL;blanco;2004
10230;1771-ABC;AAA00AAA00A91893;IVECO ML180E25P;gris;2003
10231;5128-AAD;AAA00AAA00A81512;PEUGEOT 206 XS 75;gris;2001
10232;9182-AAE;AAA00AAA00A10365;INTERNATIONAL 8;verde;2000
10233;3717-ABD;AAA00AAA00A17076;LEXUS IS300H;verde;2001
10234;5344-AAB;AAA00AAA00A53304;B.M.W. SERIE 3 328 CI M;azul marino;2000
10235;3364-AAC;AAA00AAA00A25912;SUZUKI RG 125 C;gris;2001
10236;7240-ABE;AAA00AAA00A49827;B.M.W. 535;rojo;2003
10237;1679-AAC;AAA00AAA00A90069;PEUGEOT 206 XS 1 6;verde;2003
10238;8654-ABB;AAA00AAA00A83719;CITROEN C2 16I;azul celeste;2002
10239;2304-AAD;AAA00AAA00A54160;CITROEN BERLINGO 19D;verde;2002
10240;4737-ABA;AAA00AAA00A91223;RENLI RLG1-500D;gris;2003
10241;6112-AAE;AAA00AAA00A37796;YAMAHA YFM 660R;negro;2002
10242;2272-AAA;AAA00AAA00A48797;CITROEN XSARA20;azul marino;2004
10243;9652-ABC;AAA00AAA00A52699;TOYOTA RAV 2.0;verde;2003
10244;0613-ABC;AAA00AAA00A04310;HONDA CIVIC 1,4;gris;2002
10245;5722-ABB;AAA00AAA00A92886;DERBI GP1 125;amarillo;2000
10246;5503-ABC;AAA00AAA00A39471;KAWASAKI ER6F;azul celeste;2001
10247;3638-ABD;AAA00AAA00A57402;LECITRAILER;azul celeste;2002
10248;3570-AAA;AAA00AAA00A76961;CITRO-N C3 VTI95 SELECTI;amarillo;2001
10249;4741-AAB;AAA00AAA00A23782;YAMAHA GRIZZY 7;blanco;2003
10250;2913-AAB;AAA00AAA00A67197;M.A.N. 8.145 LC;azul marino;2002
10251;7270-AAB;AAA00AAA00A10037;VOLVO 285533222;rojo;2002
10252;1131-AAB;AAA00AAA00A09942;BMW 325CI;negro;2004
10253;3778-ABA;AAA00AAA00A79226;MAZDA 5;azul celeste;2004
10254;7327-ABE;AAA00AAA00A88063;PEUGEOT EXP COMBI HDI;verde;2003
10255;4388-ABD;AAA00AAA00A73845;M.A.N. 26414 FN;blanco;2004
10256;5429-AAD;AAA00AAA00A66779;KYMCO BETÐWIN 125;amarillo;2002
10257;6310-ABD;AAA00AAA00A29262;B.M.W. X 3;verde;2002
10258;2813-AAB;AAA00AAA00A54714;HONDA CBF1000;amarillo;2004
10259;1206-ABC;AAA00AAA00A73495;B.M.W. X1 XDRIVE18D;gris;2004
10260;6089-AAB;AAA00AAA00A23615;SCHMITZ_SCS 24;verde;2001
10261;3738-ABE;AAA00AAA00A35974;OPEL VECTRA 1,8;rojo;2002
10262;7519-ABB;AAA00AAA00A76356;MERCEDES 413;rojo;2004
10263;8232-ABE;AAA00AAA00A23576;VOLKSWAGEN PASSAT TDI;negro;2001
10264;2660-AAE;AAA00AAA00A32751;PIAGGIO TEC2T;negro;2001
10265;1194-ABB;AAA00AAA00A46405;VOLKSWAGEN BORA 1.9 TDI 6V;rojo;2003
10266;4971-AAA;AAA00AAA00A79334;PEUGEOT BUXI;negro;2002
10267;5492-AAD;AAA00AAA00A10916;HYUNDAI ST. WAG;azul celeste;2001
10268;4032-AAB;AAA00AAA00A08081;PIAGGIO MP3 125 RL;negro;2004
10269;7055-ABA;AAA00AAA00A90454;B.M.W. 316I;verde;2002
10270;8395-ABE;AAA00AAA00A15104;B.M.W. BMW 325;azul marino;2002
10271;2413-AAD;AAA00AAA00A28208;SUZUKI DR125SEX;negro;2000
10272;8856-AAD;AAA00AAA00A83483;MERCEDES S 400;amarillo;2002
10273;4808-ABD;AAA00AAA00A76702;HONDA NSS250EX;azul celeste;2003
10274;4986-ABD;AAA00AAA00A94020;B.M.W. 330XD M;blanco;2001
10275;7815-AAD;AAA00AAA00A04902;HONDA TRX 450 R;azul marino;2001
10276;8663-ABB;AAA00AAA00A61968;PEUGEOT 407 1.8;azul celeste;2001
10277;8258-ABE;AAA00AAA00A03426;VOLKSWAGEN POLO 1,4;azul marino;2000
10278;9789-AAA;AAA00AAA00A18705;PEUGEOT EXP COM;amarillo;2005
10279;8967-ABE;AAA00AAA00A62520;VOLKSWAGEN VW-2;gris;2004
10280;3548-AAE;AAA00AAA00A34018;BMW 118D;rojo;2005
10281;5193-AAE;AAA00AAA00A76372;FORD FIESTA 5 PUERTAS 1.25;verde;2000
10282;0159-AAC;AAA00AAA00A05195;MERCEDES-BENZ ML 320 CDI;verde;2003
10283;0432-ABD;AAA00AAA00A85049;PEUGEOT 306 1.4;rojo;2003
10284;9942-ABE;AAA00AAA00A70049;KAWASAKI ZR 1000;blanco;2002
10285;9360-AAE;AAA00AAA00A58641;LANDER 618;verde;2005
10286;8488-ABB;AAA00AAA00A50687;B.M.W. 530 TD;negro;2005
10287;8229-AAC;AAA00AAA00A57406;FI SEDICI;blanco;2002
10288;9602-ABE;AAA00AAA00A31388;VOLKSWAGEN GOLF 1,6 T D;azul celeste;2001
10289;7508-AAD;AAA00AAA00A70111;VW. GOLF BLUE;verde;2003
10290;2164-ABE;AAA00AAA00A96044;SYM JOYRIDE 125 EVO;azul celeste;2004
10291;7375-ABB;AAA00AAA00A75919;DERBI VARIANTST;rojo;2003
10292;6561-AAD;AAA00AAA00A42466;CITRO-N BENL .H;amarillo;2001
10293;6978-AAE;AAA00AAA00A85815;MERCEDES 108.D;blanco;2000
10294;6859-ABA;AAA00AAA00A13933;CITROEN XSARA 20HDI IMAG;azul marino;2003
10295;9049-ABA;AAA00AAA00A11100;PEUGEOT 306 5P BOULEVARD1.6E;gris;2001
10296;4736-AAC;AAA00AAA00A35426;AUSTIN ROVER MI;verde;2002
10297;7696-ABC;AAA00AAA00A03347;LINDE H.30D;negro;2003
10298;9881-ABD;AAA00AAA00A84122;CITROEN C-15RD;gris;2002
10299;7029-AAE;AAA00AAA00A16875;HYUNDAI ACCENT;azul marino;2004
10300;1585-ABD;AAA00AAA00A78304;CITROEN SAXO 11I PLAISIR;gris;2000
10301;4597-AAB;AAA00AAA00A68384;AUDI S3 1.8;amarillo;2003
10302;8200-AAD;AAA00AAA00A37649;MTR MAXI;verde;2004
10303;0473-AAC;AAA00AAA00A88715;B.M.W. 330 XD T;azul marino;2004
10304;2106-ABE;AAA00AAA00A22003;SUZUKI GSF1250;negro;2003
10305;9298-AAA;AAA00AAA00A49221;FORD TURNEO CONNECT;amarillo;2004
10306;0708-ABB;AAA00AAA00A34639;KEEWAY F ACT 50;negro;2003
10307;3459-AAB;AAA00AAA00A18832;PEUGEOT  505;amarillo;2003
10308;1481-AAA;AAA00AAA00A98177;YAMAHA XJR1300;azul celeste;2002
10309;6742-ABD;AAA00AAA00A88804;S.M. TREE FARME;negro;2001
10310;2798-AAC;AAA00AAA00A02203;PEUGEOT FIGHT;negro;2003
10311;4493-ABE;AAA00AAA00A72939;J.C.B. 3CX;rojo;2000
10312;0691-AAB;AAA00AAA00A72649;FORD MONDEO GHI;amarillo;2004
10313;2650-AAE;AAA00AAA00A47187;VOLKSWAGEN VW MULTIVAN;gris;2002
10314;1628-AAD;AAA00AAA00A35106;VOLKSWAGEN GOLF 1.9 TDI Q 2P;rojo;2003
10315;5030-ABC;AAA00AAA00A27563;OPEL REKORD 2.2 I;amarillo;2002
10316;1291-ABE;AAA00AAA00A10912;CASE 521D;azul marino;2003
10317;2779-AAC;AAA00AAA00A45465;KYMCO PEOPLE 50;gris;2001
10318;9842-AAC;AAA00AAA00A33479;PIAGGIO BEVERLY 200;gris;2003
10319;8038-ABC;AAA00AAA00A63536;RENAULT GRAND ESPACE 2.0;verde;2002
10320;4291-AAE;AAA00AAA00A46724;RENAULT 19 1,9DT;negro;2002
10321;0036-AAC;AAA00AAA00A80051;BMW 3 318 I M;azul marino;2004
10322;9495-ABE;AAA00AAA00A92037;ROVER 618 I;blanco;2003
10323;0456-AAB;AAA00AAA00A55696;MERCEDES 409 D;verde;2004
10324;3851-ABB;AAA00AAA00A71439;PIAGGIO ZIP SP KAT;gris;2003
10325;3531-AAA;AAA00AAA00A69121;MERCEDES 3240;amarillo;2005
10326;1947-AAC;AAA00AAA00A93017;SUZUKI 73EXQ;amarillo;2002
10327;9894-ABA;AAA00AAA00A91877;VOLK.FURGON 2.4;amarillo;2002
10328;1214-ABC;AAA00AAA00A19864;YAMAHA HW125;blanco;2004
